"Name","State","Min_Value","Max_Value","Temp_change","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean","rank_temp"
"Clay County","South Dakota","61.6","81.4","19.8","107","2","59.6",422
"Codington County","South Dakota","57.6","76.8","19.2","103","2.4","55.2",272
"Corson County","South Dakota","56.3","82","25.7","78","0.5","55.8",2449
"Custer County","South Dakota","56.2","85.6","29.4","105","2.4","53.8",2823
"Davison County","South Dakota","59","81.9","22.9","63","0.3","58.7",1659
"Day County","South Dakota","57.8","76.7","18.9","100","2.1","55.7",218
"Deuel County","South Dakota","57.2","76.6","19.4","81","1.1","56.1",310
"Dewey County","South Dakota","57.9","83.2","25.3","88","1","57",2380
"Douglas County","South Dakota","60","82.7","22.7","80","1","59",1608
"Edmunds County","South Dakota","57.5","79.9","22.4","101","2","55.5",1468
"Fall River County","South Dakota","56.9","89.6","32.7","92","1.6","55.3",3057
"Faulk County","South Dakota","57.6","80.6","23.0","96","1.5","56.1",1707
"Grant County","South Dakota","58.4","77.6","19.2","99","2.2","56.2",272
"Gregory County","South Dakota","60.5","84.1","23.6","85","1.3","59.2",1908
"Haakon County","South Dakota","59.2","87.1","27.9","98","1.8","57.4",2693
"Hamlin County","South Dakota","57.2","78","20.8","91","1.6","55.6",801
"Hand County","South Dakota","57.5","81","23.5","76","0.7","56.8",1879
"Hanson County","South Dakota","59.3","81.6","22.3","72","0.5","58.8",1423
"Harding County","South Dakota","55.3","85","29.7","108","2.4","52.9",2848
"Hughes County","South Dakota","58.7","83.4","24.7","84","1","57.7",2239
"Hutchinson County","South Dakota","60.3","82.2","21.9","89","1.3","59",1254
"Hyde County","South Dakota","57.4","81","23.6","84","1.2","56.2",1908
"Jackson County","South Dakota","60.6","89","28.4","113","2.9","57.7",2732
"Jerauld County","South Dakota","57.9","80.5","22.6","54","-0.1","58",1563
"Jones County","South Dakota","60.1","86.7","26.6","96","2","58.1",2567
"Kingsbury County","South Dakota","57.6","79.2","21.6","77","1.1","56.5",1132
"Lake County","South Dakota","58.5","79.3","20.8","91","1.4","57.1",801
"Lawrence County","South Dakota","52.1","80.4","28.3","101","2","50.1",2725
"Lincoln County","South Dakota","59.9","80.9","21.0","87","1.2","58.7",895
"Lyman County","South Dakota","60","84.2","24.2","90","1.5","58.5",2101
"McCook County","South Dakota","59.6","80.9","21.3","94","1.5","58.1",1019
"McPherson County","South Dakota","56.4","77.9","21.5","96","1.9","54.5",1103
"Marshall County","South Dakota","57","76.4","19.4","81","1","56",310
"Meade County","South Dakota","58.4","86.3","27.9","110","2.6","55.8",2693
"Mellette County","South Dakota","60.4","88.1","27.7","105","2.3","58.1",2675
"Miner County","South Dakota","59.2","80.1","20.9","92","1.5","57.7",841
"Minnehaha County","South Dakota","59.5","80.5","21.0","95","1.8","57.7",895
"Moody County","South Dakota","57.9","79.1","21.2","77","0.8","57.1",981
"Oglala Lakota County","South Dakota","59.4","89.3","29.9","113","2.8","56.6",2867
"Pennington County","South Dakota","57.7","86.2","28.5","117","3.1","54.7",2741
"Perkins County","South Dakota","55.8","83.9","28.1","96","1.7","54.1",2712
"Potter County","South Dakota","57.2","80.9","23.7","89","1.3","55.9",1935
"Roberts County","South Dakota","58.4","77.5","19.1","104","2.4","56",247
"Sanborn County","South Dakota","58.9","81.1","22.2","74","0.6","58.3",1377
"Spink County","South Dakota","58.6","81.1","22.5","93","1.9","56.7",1520
"Stanley County","South Dakota","58.5","85.3","26.8","80","0.6","57.9",2590
"Sully County","South Dakota","57.8","82.2","24.4","81","1","56.8",2159
"Todd County","South Dakota","59.4","87.2","27.8","105","2.1","57.3",2687
"Tripp County","South Dakota","59.9","85.7","25.8","88","1.3","58.6",2464
"Turner County","South Dakota","60.6","81.3","20.7","101","1.9","58.7",753
"Union County","South Dakota","61.1","81.3","20.2","100","1.6","59.5",555
"Walworth County","South Dakota","57.4","80.9","23.5","91","1.4","56",1879
"Yankton County","South Dakota","61.7","81.4","19.7","107","2.2","59.5",381
"Ziebach County","South Dakota","58.1","84.4","26.3","95","1.5","56.6",2533
"Anderson County","Tennessee","64","85.9","21.9","51","-0.1","64.1",1254
"Bedford County","Tennessee","65","90.5","25.5","70","0.6","64.4",2420
"Benton County","Tennessee","66.5","90.5","24.0","95","1.7","64.8",2040
"Bledsoe County","Tennessee","63.3","86.5","23.2","59","0.2","63.1",1772
"Blount County","Tennessee","64.2","86.8","22.6","48","-0.2","64.4",1563
"Bradley County","Tennessee","65.8","90","24.2","63","0.3","65.5",2101
"Campbell County","Tennessee","61.4","83.8","22.4","42","-0.7","62.1",1468
"Cannon County","Tennessee","64.4","87.2","22.8","79","0.8","63.6",1636
"Carroll County","Tennessee","66.2","89.7","23.5","81","1.1","65.1",1879
"Carter County","Tennessee","59.1","82.2","23.1","54","-0.2","59.3",1733
"Cheatham County","Tennessee","66.4","91","24.6","91","1.7","64.7",2219
"Chester County","Tennessee","65.7","91.1","25.4","59","0.3","65.4",2398
"Claiborne County","Tennessee","62.2","84.8","22.6","55","-0.1","62.3",1563
"Clay County","Tennessee","63.8","89.7","25.9","66","0.4","63.4",2480
"Cocke County","Tennessee","63.7","86.5","22.8","55","-0.1","63.8",1636
"Coffee County","Tennessee","64","88.4","24.4","78","0.8","63.2",2159
"Crockett County","Tennessee","66.8","90.1","23.3","71","0.5","66.3",1807
"Cumberland County","Tennessee","61.1","84.2","23.1","49","-0.2","61.3",1733
"Davidson County","Tennessee","66.6","91.1","24.5","80","1.1","65.5",2189
"Decatur County","Tennessee","66.2","91.2","25.0","89","1.3","64.9",2327
"DeKalb County","Tennessee","64.1","88.4","24.3","66","0.4","63.7",2131
"Dickson County","Tennessee","66.1","90.3","24.2","111","2.6","63.5",2101
"Dyer County","Tennessee","67.5","89.7","22.2","71","0.5","67",1377
"Fayette County","Tennessee","67.6","90.5","22.9","62","0.3","67.3",1659
"Fentress County","Tennessee","61.2","84.9","23.7","58","0.1","61.2",1935
"Franklin County","Tennessee","64.2","89","24.8","62","0.4","63.8",2278
"Gibson County","Tennessee","66.6","89.6","23.0","73","0.6","66",1707
"Giles County","Tennessee","64.6","91","26.4","69","0.6","64",2539
"Grainger County","Tennessee","63.7","86.8","23.1","55","0","63.7",1733
"Greene County","Tennessee","63.4","85.8","22.4","47","-0.4","63.8",1468
"Grundy County","Tennessee","62.3","85.8","23.5","59","0.3","62",1879
"Hamblen County","Tennessee","64.2","87.3","23.1","47","-0.4","64.6",1733
"Hamilton County","Tennessee","66.1","90.2","24.1","77","0.6","65.5",2076
"Hancock County","Tennessee","62.2","85.8","23.6","42","-0.7","62.9",1908
"Hardeman County","Tennessee","66.2","90.4","24.2","48","0","66.2",2101
"Hardin County","Tennessee","66.1","91.7","25.6","77","0.7","65.4",2429
"Hawkins County","Tennessee","63","86.4","23.4","38","-0.8","63.8",1835
"Haywood County","Tennessee","67.1","90.2","23.1","62","0.3","66.8",1733
"Henderson County","Tennessee","65.7","90.5","24.8","78","0.8","64.9",2278
"Henry County","Tennessee","66.8","89.4","22.6","85","1.3","65.5",1563
"Hickman County","Tennessee","65.1","90.4","25.3","93","1.6","63.5",2380
"Houston County","Tennessee","66.2","90","23.8","96","1.8","64.4",1967
"Humphreys County","Tennessee","66.1","90.4","24.3","103","2.1","64",2131
"Jackson County","Tennessee","64","90.1","26.1","58","0.1","63.9",2508
"Jefferson County","Tennessee","65.1","88.3","23.2","61","0.3","64.8",1772
"Johnson County","Tennessee","57.6","80.9","23.3","54","0","57.6",1807
"Knox County","Tennessee","65.5","87.9","22.4","59","0.2","65.3",1468
"Lake County","Tennessee","67.5","89.7","22.2","69","0.4","67.1",1377
"Lauderdale County","Tennessee","67.6","89.7","22.1","52","-0.3","67.9",1329
"Lawrence County","Tennessee","64.6","90.6","26.0","85","1.1","63.5",2494
"Lewis County","Tennessee","64.5","90","25.5","86","1.3","63.2",2420
"Lincoln County","Tennessee","64.6","90.6","26.0","58","0.1","64.5",2494
"Loudon County","Tennessee","65.4","88.6","23.2","50","-0.2","65.6",1772
"McMinn County","Tennessee","65.2","89.3","24.1","60","0.2","65",2076
"McNairy County","Tennessee","65.8","91.4","25.6","52","-0.1","65.9",2429
"Macon County","Tennessee","63.6","89.3","25.7","57","0","63.6",2449
"Madison County","Tennessee","66","90.7","24.7","61","0.3","65.7",2239
"Marion County","Tennessee","64.6","88.3","23.7","54","0.3","64.3",1935
"Marshall County","Tennessee","64.4","91","26.6","69","0.3","64.1",2567
"Maury County","Tennessee","64.7","91.1","26.4","77","0.9","63.8",2539
"Meigs County","Tennessee","65.2","89.6","24.4","62","0.3","64.9",2159
"Monroe County","Tennessee","63.2","87.4","24.2","36","-0.9","64.1",2101
"Montgomery County","Tennessee","66.1","91","24.9","80","1.2","64.9",2306
"Moore County","Tennessee","64.5","89.9","25.4","62","0.4","64.1",2398
"Morgan County","Tennessee","61.6","85","23.4","51","-0.2","61.8",1835
"Obion County","Tennessee","67","89.3","22.3","70","0.4","66.6",1423
"Overton County","Tennessee","63.1","87.8","24.7","69","0.5","62.6",2239
"Perry County","Tennessee","66","91","25","98","1.9","64.1",2322
"Pickett County","Tennessee","63.4","87.2","23.8","77","1","62.4",1967
"Polk County","Tennessee","63.6","88","24.4","40","-0.7","64.3",2159
"Putnam County","Tennessee","63.4","87.9","24.5","68","0.4","63",2189
"Rhea County","Tennessee","64.3","87.9","23.6","55","0.2","64.1",1908
"Roane County","Tennessee","64.9","88.1","23.2","59","0.2","64.7",1772
"Robertson County","Tennessee","65","89.5","24.5","62","0.1","65",2189
"Rutherford County","Tennessee","65.9","90.3","24.4","80","0.9","65",2159
"Scott County","Tennessee","60.5","84.5","24.0","45","-0.6","61.1",2040
"Sequatchie County","Tennessee","63.7","86.7","23.0","61","0.4","63.3",1707
"Sevier County","Tennessee","62.9","84.3","21.4","54","0.1","62.8",1069
"Shelby County","Tennessee","69.5","92","22.5","69","0.3","69.2",1520
"Smith County","Tennessee","64.4","90","25.6","55","-0.2","64.6",2429
"Stewart County","Tennessee","66.2","89.6","23.4","74","1","65.2",1835
"Sullivan County","Tennessee","62","85.7","23.7","55","-0.1","62.1",1935
"Sumner County","Tennessee","65","89.7","24.7","60","0.1","64.9",2239
"Tipton County","Tennessee","68.1","90.5","22.4","52","-0.4","68.5",1468
"Trousdale County","Tennessee","64.8","90.2","25.4","59","0","64.8",2398
"Unicoi County","Tennessee","59.3","80.7","21.4","49","-0.3","59.6",1069
"Union County","Tennessee","63.3","85.9","22.6","53","-0.1","63.4",1563
"Van Buren County","Tennessee","62.7","85.8","23.1","63","0.2","62.5",1733
"Warren County","Tennessee","63.5","87.5","24.0","68","0.5","63",2040
"Washington County","Tennessee","62.3","85.8","23.5","52","-0.2","62.5",1879
"Wayne County","Tennessee","65.4","91","25.6","92","1.5","63.9",2429
"Weakley County","Tennessee","66.8","89.4","22.6","74","0.6","66.2",1563
"White County","Tennessee","63.3","87.2","23.9","63","0.3","63",2004
"Williamson County","Tennessee","65.5","90.9","25.4","84","1.2","64.3",2398
"Wilson County","Tennessee","65.5","90.1","24.6","67","0.4","65.1",2219
"Anderson County","Texas","73.8","94.9","21.1","123","2.9","70.9",933
"Andrews County","Texas","72.6","97.8","25.2","131","6.4","66.2",2363
"Angelina County","Texas","74.4","95.3","20.9","128","3.7","70.7",841
"Aransas County","Texas","79","94.3","15.3","124","2.6","76.4",18
"Archer County","Texas","75","103","28","124","3.6","71.4",2706
"Armstrong County","Texas","68.9","99.9","31.0","129","3.8","65.1",2957
"Atascosa County","Texas","75","99.3","24.3","126","2.7","72.3",2131
"Austin County","Texas","76.1","96.5","20.4","128","4.4","71.7",622
"Bailey County","Texas","65.6","95.6","30.0","128","3.8","61.8",2883
"Bandera County","Texas","72.3","97.3","25.0","126","3.3","69",2327
"Bastrop County","Texas","75.1","98.4","23.3","128","3.2","71.9",1807
"Baylor County","Texas","75.2","103.7","28.5","128","4","71.2",2741
"Bee County","Texas","75.2","96.8","21.6","123","1.7","73.5",1132
"Bell County","Texas","74.8","97.7","22.9","128","3.4","71.4",1659
"Bexar County","Texas","75","99.5","24.5","127","3.1","71.9",2189
"Blanco County","Texas","73.5","98","24.5","127","2.9","70.6",2189
"Borden County","Texas","74.6","101.1","26.5","130","5.8","68.8",2552
"Bosque County","Texas","74.6","97.3","22.7","116","2.1","72.5",1608
"Bowie County","Texas","73.4","95.1","21.7","126","3.6","69.8",1180
"Brazoria County","Texas","77.1","94.8","17.7","129","3.4","73.7",119
"Brazos County","Texas","75.4","96.2","20.8","128","3.6","71.9",801
"Brewster County","Texas","70.7","98.2","27.5","129","5","65.7",2655
"Briscoe County","Texas","70.3","100.9","30.6","130","4.4","65.9",2931
"Brooks County","Texas","76.3","99.7","23.4","125","2.9","73.4",1835
"Brown County","Texas","73.7","100.2","26.5","123","3","70.7",2552
"Burleson County","Texas","75.6","96.3","20.7","128","3.9","71.7",753
"Burnet County","Texas","74","98.1","24.1","128","2.8","71.2",2076
"Caldwell County","Texas","75.5","99.4","23.9","129","3.5","72",2004
"Calhoun County","Texas","77.7","94.2","16.5","122","2.6","75.1",62
"Callahan County","Texas","73.7","100.6","26.9","122","2.9","70.8",2599
"Cameron County","Texas","77.7","96.3","18.6","126","2.6","75.1",184
"Camp County","Texas","72.9","96.5","23.6","115","2.3","70.6",1908
"Carson County","Texas","68","97.7","29.7","128","3.7","64.3",2848
"Cass County","Texas","73.4","94.5","21.1","123","2.8","70.6",933
"Castro County","Texas","66.6","96.4","29.8","130","4.4","62.2",2860
"Chambers County","Texas","77.5","93.3","15.8","128","3.2","74.3",33
"Cherokee County","Texas","73.9","94.2","20.3","126","3.2","70.7",588
"Childress County","Texas","73","103.6","30.6","129","4.3","68.7",2931
"Clay County","Texas","74.9","102.1","27.2","123","3.5","71.4",2631
"Cochran County","Texas","65.8","96.5","30.7","128","3.3","62.5",2940
"Coke County","Texas","74","101.4","27.4","130","4.4","69.6",2645
"Coleman County","Texas","73.5","100.2","26.7","124","3.1","70.4",2581
"Collin County","Texas","76.4","98.8","22.4","128","4.1","72.3",1468
"Collingsworth County","Texas","70.9","101.8","30.9","125","3.5","67.4",2954
"Colorado County","Texas","76.2","96.9","20.7","129","4.4","71.8",753
"Comal County","Texas","74.4","98.6","24.2","128","3.1","71.3",2101
"Comanche County","Texas","73.5","100.2","26.7","119","2.4","71.1",2581
"Concho County","Texas","72.7","100.6","27.9","124","3.5","69.2",2693
"Cooke County","Texas","75.6","99","23.4","127","3.9","71.7",1835
"Coryell County","Texas","74.4","97.8","23.4","124","2.5","71.9",1835
"Cottle County","Texas","73.8","103.1","29.3","130","4.6","69.2",2819
"Crane County","Texas","75.3","100.9","25.6","130","6.1","69.2",2429
"Crockett County","Texas","74.2","99.5","25.3","130","4.9","69.3",2380
"Crosby County","Texas","71.1","99.6","28.5","130","5","66.1",2741
"Culberson County","Texas","69.6","96.2","26.6","129","5.8","63.8",2567
"Dallam County","Texas","62.9","92.6","29.7","112","1.9","61",2848
"Dallas County","Texas","76.7","98.8","22.1","125","3","73.7",1329
"Dawson County","Texas","72","99.5","27.5","130","4.9","67.1",2655
"Deaf Smith County","Texas","65.6","95.7","30.1","128","3.9","61.7",2893
"Delta County","Texas","72.6","96.8","24.2","95","1.3","71.3",2101
"Denton County","Texas","77","99.3","22.3","128","4.2","72.8",1423
"DeWitt County","Texas","75.3","97.8","22.5","128","2.7","72.6",1520
"Dickens County","Texas","73.1","101.6","28.5","130","5.2","67.9",2741
"Dimmit County","Texas","77.2","102.2","25.0","129","3.7","73.5",2327
"Donley County","Texas","69.9","100.7","30.8","128","3.7","66.2",2949
"Duval County","Texas","75.7","99.1","23.4","126","2.8","72.9",1835
"Eastland County","Texas","73.7","100.6","26.9","123","3","70.7",2599
"Ector County","Texas","74.1","98.4","24.3","130","6.9","67.2",2131
"Edwards County","Texas","73.2","96.9","23.7","128","4.1","69.1",1935
"Ellis County","Texas","75.8","98.2","22.4","114","2.2","73.6",1468
"El Paso County","Texas","73.4","98.8","25.4","131","7.3","66.1",2398
"Erath County","Texas","74","99.2","25.2","120","2.6","71.4",2363
"Falls County","Texas","74.3","97.7","23.4","123","2.5","71.8",1835
"Fannin County","Texas","74.1","97.6","23.5","121","3.1","71.1",1879
"Fayette County","Texas","76.2","97.6","21.4","129","4.3","71.9",1069
"Fisher County","Texas","74.5","102.1","27.6","129","4.5","70",2666
"Floyd County","Texas","69.6","98.2","28.6","130","4.7","64.9",2754
"Foard County","Texas","74.6","103.8","29.2","128","4.1","70.5",2810
"Fort Bend County","Texas","76.1","97.1","21.0","127","3.6","72.5",895
"Franklin County","Texas","72.3","96.5","24.2","101","1.5","70.8",2101
"Freestone County","Texas","74.4","96.6","22.2","124","2.7","71.7",1377
"Frio County","Texas","75.4","100.2","24.8","129","3.8","71.6",2278
"Gaines County","Texas","70.1","98.6","28.5","130","4.6","65.5",2741
"Galveston County","Texas","79.1","92.7","13.6","129","3.8","75.3",5
"Garza County","Texas","74.2","101.5","27.3","130","6.1","68.1",2641
"Gillespie County","Texas","71.8","96.8","25.0","128","3.2","68.6",2327
"Glasscock County","Texas","74.6","98.6","24.0","130","6.4","68.2",2040
"Goliad County","Texas","75.1","97","21.9","124","1.8","73.3",1254
"Gonzales County","Texas","75.5","99.3","23.8","128","3.2","72.3",1967
"Gray County","Texas","69.3","98.5","29.2","129","4.2","65.1",2810
"Grayson County","Texas","75.6","97.8","22.2","126","3.6","72",1377
"Gregg County","Texas","73.1","94.9","21.8","113","2.1","71",1221
"Grimes County","Texas","75.3","95.9","20.6","128","3.5","71.8",707
"Guadalupe County","Texas","75","99.7","24.7","127","2.8","72.2",2239
"Hale County","Texas","68","97.5","29.5","130","4.4","63.6",2830
"Hall County","Texas","72","102.9","30.9","129","4.3","67.7",2954
"Hamilton County","Texas","73.8","98.8","25.0","121","2.2","71.6",2327
"Hansford County","Texas","67","95.3","28.3","118","2.2","64.8",2725
"Hardeman County","Texas","74.1","103.8","29.7","129","4.1","70",2848
"Hardin County","Texas","74.3","94.9","20.6","128","3.2","71.1",707
"Harris County","Texas","77","96.3","19.3","129","3.7","73.3",285
"Harrison County","Texas","72.9","94.6","21.7","109","1.7","71.2",1180
"Hartley County","Texas","64.2","94.1","29.9","114","2.3","61.9",2867
"Haskell County","Texas","75","103.2","28.2","129","4","71",2719
"Hays County","Texas","74.5","97.5","23.0","128","3.1","71.4",1707
"Hemphill County","Texas","68.8","98.5","29.7","119","3","65.8",2848
"Henderson County","Texas","74","95.5","21.5","122","2.6","71.4",1103
"Hidalgo County","Texas","77.6","100","22.4","126","3","74.6",1468
"Hill County","Texas","75.2","97.6","22.4","116","2","73.2",1468
"Hockley County","Texas","67.3","97","29.7","129","3.5","63.8",2848
"Hood County","Texas","75","99.1","24.1","123","2.7","72.3",2076
"Hopkins County","Texas","72.3","95.8","23.5","91","1.1","71.2",1879
"Houston County","Texas","74.3","94.4","20.1","127","3.2","71.1",518
"Howard County","Texas","75.2","100.2","25.0","130","5.9","69.3",2327
"Hudspeth County","Texas","69.1","96.5","27.4","130","6.2","62.9",2645
"Hunt County","Texas","73.9","96.8","22.9","116","2.4","71.5",1659
"Hutchinson County","Texas","69.4","98","28.6","126","3.5","65.9",2754
"Irion County","Texas","73.2","100.3","27.1","130","4.9","68.3",2616
"Jack County","Texas","74.7","100.7","26.0","125","3.8","70.9",2494
"Jackson County","Texas","75.6","96.2","20.6","124","2.7","72.9",707
"Jasper County","Texas","73.4","94.6","21.2","125","3.4","70",981
"Jeff Davis County","Texas","66.2","93.4","27.2","127","5","61.2",2631
"Jefferson County","Texas","76.6","94.1","17.5","129","3.3","73.3",114
"Jim Hogg County","Texas","76.5","100.4","23.9","124","3","73.5",2004
"Jim Wells County","Texas","75.7","97.9","22.2","124","2.2","73.5",1377
"Johnson County","Texas","75.3","97.4","22.1","117","2.5","72.8",1329
"Jones County","Texas","74.4","102.1","27.7","123","3.1","71.3",2675
"Karnes County","Texas","74.5","98","23.5","124","1.8","72.7",1879
"Kaufman County","Texas","74.5","96.9","22.4","110","1.8","72.7",1468
"Kendall County","Texas","72.8","97.3","24.5","128","3.4","69.4",2189
"Kenedy County","Texas","77","97.4","20.4","124","2.3","74.7",622
"Kent County","Texas","74.7","102.8","28.1","130","5.6","69.1",2712
"Kerr County","Texas","71","95.7","24.7","126","3.4","67.6",2239
"Kimble County","Texas","71.6","96.6","25.0","127","4.1","67.5",2327
"King County","Texas","74.6","103.5","28.9","129","4.9","69.7",2785
"Kinney County","Texas","77","102","25","128","3.8","73.2",2322
"Kleberg County","Texas","77.3","96","18.7","124","2.1","75.2",196
"Knox County","Texas","75","103.9","28.9","129","4.1","70.9",2785
"Lamar County","Texas","72.8","97.4","24.6","114","2.2","70.6",2219
"Lamb County","Texas","66.6","96.6","30.0","130","3.9","62.7",2883
"Lampasas County","Texas","73.9","98.7","24.8","122","2.9","71.1",2278
"La Salle County","Texas","76.4","102","25.6","130","3.7","72.7",2429
"Lavaca County","Texas","76.1","98","21.9","129","4.2","71.9",1254
"Lee County","Texas","75.2","97","21.8","128","3.7","71.5",1221
"Leon County","Texas","74","95.6","21.6","125","2.6","71.4",1132
"Liberty County","Texas","75.6","95.3","19.7","127","3.1","72.5",381
"Limestone County","Texas","74.4","97","22.6","123","2.2","72.2",1563
"Lipscomb County","Texas","67.2","97.6","30.4","107","1.6","65.6",2914
"Live Oak County","Texas","75.6","97.7","22.1","127","2.3","73.3",1329
"Llano County","Texas","73.8","99.7","25.9","126","3","70.8",2480
"Loving County","Texas","73.5","99.7","26.2","130","6.3","67.2",2521
"Lubbock County","Texas","69.4","98.2","28.8","130","4.7","64.7",2777
"Lynn County","Texas","71.2","99.2","28.0","130","5.2","66",2709
"McCulloch County","Texas","73","100.5","27.5","126","3.6","69.4",2655
"McLennan County","Texas","74.5","98","23.5","118","1.9","72.6",1879
"McMullen County","Texas","75.7","99.8","24.1","128","2.9","72.8",2076
"Madison County","Texas","74.3","95.6","21.3","126","2.7","71.6",1019
"Marion County","Texas","72.9","94.6","21.7","111","1.8","71.1",1180
"Martin County","Texas","74.3","98.1","23.8","131","6.4","67.9",1967
"Mason County","Texas","72.6","100","27.4","127","3.5","69.1",2645
"Matagorda County","Texas","76.3","94.5","18.2","124","2.4","73.9",145
"Maverick County","Texas","78","102.6","24.6","129","3.5","74.5",2219
"Medina County","Texas","74.4","99.9","25.5","128","3.6","70.8",2420
"Menard County","Texas","71.6","98.7","27.1","125","4","67.6",2616
"Midland County","Texas","74.8","98.2","23.4","130","7","67.8",1835
"Milam County","Texas","74.8","97.1","22.3","127","3.4","71.4",1423
"Mills County","Texas","73.3","99.8","26.5","122","2.5","70.8",2552
"Mitchell County","Texas","74.8","102.3","27.5","128","5.3","69.5",2655
"Montague County","Texas","75","100.5","25.5","124","4","71",2420
"Montgomery County","Texas","76.1","96.3","20.2","129","3.9","72.3",555
"Moore County","Texas","66.7","95.8","29.1","116","2.4","64.3",2802
"Morris County","Texas","73.1","96.2","23.1","120","2.6","70.5",1733
"Motley County","Texas","72.4","101.7","29.3","129","4.6","67.8",2819
"Nacogdoches County","Texas","74","94.7","20.7","127","3.7","70.3",753
"Navarro County","Texas","75.3","97.8","22.5","123","2.6","72.7",1520
"Newton County","Texas","73.3","94.9","21.6","124","3.3","70",1132
"Nolan County","Texas","73.7","100.9","27.2","128","4.4","69.3",2631
"Nueces County","Texas","76.8","96.4","19.6","125","2.1","74.7",357
"Ochiltree County","Texas","67.3","96.5","29.2","113","2.1","65.2",2810
"Oldham County","Texas","65.6","95.8","30.2","123","2.5","63.1",2903
"Orange County","Texas","75.5","94.8","19.3","129","3.5","72",285
"Palo Pinto County","Texas","75","101.6","26.6","127","3.5","71.5",2567
"Panola County","Texas","73.4","94.6","21.2","121","2.6","70.8",981
"Parker County","Texas","75","99.8","24.8","124","3","72",2278
"Parmer County","Texas","66.1","96","29.9","130","4.7","61.4",2867
"Pecos County","Texas","72.2","98.7","26.5","128","5.2","67",2552
"Polk County","Texas","74.8","94.8","20.0","129","3.6","71.2",488
"Potter County","Texas","67.2","97.7","30.5","125","2.8","64.4",2923
"Presidio County","Texas","69.8","96.9","27.1","128","5.6","64.2",2616
"Rains County","Texas","73","95.2","22.2","108","1.8","71.2",1377
"Randall County","Texas","66.7","97.7","31.0","125","3.4","63.3",2957
"Reagan County","Texas","73.9","99.2","25.3","130","5.9","68",2380
"Real County","Texas","72.3","95.9","23.6","128","3.6","68.7",1908
"Red River County","Texas","72.4","96.8","24.4","119","2.8","69.6",2159
"Reeves County","Texas","72","100.5","28.5","128","5.4","66.6",2741
"Refugio County","Texas","76.3","95.9","19.6","122","2","74.3",357
"Roberts County","Texas","69.6","98.6","29.0","127","3.9","65.7",2794
"Robertson County","Texas","74.6","96.3","21.7","125","2.9","71.7",1180
"Rockwall County","Texas","75.6","97.9","22.3","125","3","72.6",1423
"Runnels County","Texas","73.3","101.2","27.9","121","3","70.3",2693
"Rusk County","Texas","73.4","94.3","20.9","124","2.7","70.7",841
"Sabine County","Texas","72.6","95.3","22.7","123","3","69.6",1608
"San Augustine County","Texas","73.2","95","21.8","127","3.3","69.9",1221
"San Jacinto County","Texas","75.4","95.1","19.7","129","3.5","71.9",381
"San Patricio County","Texas","76.7","95.8","19.1","120","1.9","74.8",247
"San Saba County","Texas","73.8","100","26.2","128","3.5","70.3",2521
"Schleicher County","Texas","72","98.8","26.8","129","4.3","67.7",2590
"Scurry County","Texas","74.8","101.4","26.6","129","5.6","69.2",2567
"Shackelford County","Texas","74.9","102.6","27.7","122","3.3","71.6",2675
"Shelby County","Texas","73.1","94.6","21.5","126","3.2","69.9",1103
"Sherman County","Texas","65.3","94","28.7","113","1.8","63.5",2764
"Smith County","Texas","73.3","94.6","21.3","122","2.6","70.7",1019
"Somervell County","Texas","74.9","97.6","22.7","121","2.5","72.4",1608
"Starr County","Texas","77.4","101.2","23.8","126","2.9","74.5",1967
"Stephens County","Texas","74.9","102.5","27.6","125","3.7","71.2",2666
"Sterling County","Texas","74","100.6","26.6","130","5.2","68.8",2567
"Stonewall County","Texas","74.9","103.2","28.3","129","4.7","70.2",2725
"Sutton County","Texas","72.6","97.3","24.7","129","4.5","68.1",2239
"Swisher County","Texas","67.8","98.3","30.5","130","4.4","63.4",2923
"Tarrant County","Texas","76.7","99.1","22.4","125","3.2","73.5",1468
"Taylor County","Texas","73.6","101.1","27.5","124","3","70.6",2655
"Terrell County","Texas","74.8","100.8","26.0","128","4.6","70.2",2494
"Terry County","Texas","69.1","98.3","29.2","129","4.2","64.9",2810
"Throckmorton County","Texas","75.1","103.4","28.3","126","3.7","71.4",2725
"Titus County","Texas","72.9","97.2","24.3","118","2.6","70.3",2131
"Tom Green County","Texas","73.3","100.8","27.5","127","4.1","69.2",2655
"Travis County","Texas","74.6","98.1","23.5","128","2.8","71.8",1879
"Trinity County","Texas","74.8","94.8","20.0","128","3.5","71.3",488
"Tyler County","Texas","73.7","94.6","20.9","128","3.4","70.3",841
"Upshur County","Texas","72.9","95.2","22.3","112","2.1","70.8",1423
"Upton County","Texas","75.1","99.1","24.0","130","6.1","69",2040
"Uvalde County","Texas","74.9","100.1","25.2","129","3.2","71.7",2363
"Val Verde County","Texas","76.1","102.1","26.0","128","3.8","72.3",2494
"Van Zandt County","Texas","73.4","94.9","21.5","114","2","71.4",1103
"Victoria County","Texas","75.4","96.8","21.4","124","2.4","73",1069
"Walker County","Texas","75","95.1","20.1","129","3","72",518
"Waller County","Texas","76.1","96.8","20.7","128","4.2","71.9",753
"Ward County","Texas","74.4","101.1","26.7","130","6","68.4",2581
"Washington County","Texas","76","96","20","128","4.2","71.8",483
"Webb County","Texas","76.9","102","25.1","129","3.4","73.5",2345
"Wharton County","Texas","75.3","97.1","21.8","125","2.9","72.4",1221
